日期,素材ID,素材名,消耗,展示数,点击数,转化成本,转化数,CTR,素材标签,封面链接,预览链接
2026-08-27,13536549173,CH-SC-低活-10219841541026-超级抢购加补-厨具-无-剪辑-转化引导-厨具-20260610-无-625-aigc-10,17.16,1232,37,0.00,0.00,3.00,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14197493764,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260803-无-625-aigc-8,17.16,492,220,0.00,0.00,44.72,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,13939939358,CH-SC-广义新-10150604147722-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260720-反向-625-11,16.04,3019,2639,0.76,21.11,87.41,广义新头条|心如|快手重复素材|快手非低质素材,,
2026-08-27,13651815810,CH-SC-低活-10081585918372-超级抢购-家庭清洁纸品-无-剪辑-转化引导-家庭清洁纸品-20260623-无-625-aigc-15,15.18,192,51,0.00,0.00,26.56,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14228292765,CH-SC-广义新-10217740550325-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260818-无-625-aigc-6,15.11,757,37,0.00,0.00,4.89,平台一组AIGC|快手原创素材|快手非低质素材,,
2026-08-27,14049384630,CH-SC-低活-10142433952187-超级抢购-厨具-无-剪辑-转化引导-厨具-20260727-无-625-aigc-5,14.47,1782,254,7.24,2.00,14.25,平台一组AIGC|心如|快手原创素材|快手非低质素材,,
2026-08-27,14228314082,CH-SC-广义新-10217740550325-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260818-无-625-aigc-14,14.19,2945,783,7.10,2.00,26.59,平台一组AIGC|快手原创素材|快手非低质素材,,
2026-08-27,13163614618,荣耀-XN-汽车-通用-途虎养车-混剪-260428-625-15,13.54,1076,66,1.35,10.03,6.13,,,
2026-08-27,13873281975,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-21,12.64,1400,64,0.00,0.00,4.57,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14230160308,CH-SC-低活-962317-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-16,12.44,1217,112,0.00,0.00,9.20,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-27,14295270795,CH-SC-低活-10232787350851-超级抢购-钟表眼镜-无-剪辑-转化引导-钟表眼镜-260826-无-625-aigc-6,12.39,505,127,0.00,0.00,25.15,平台一组AIGC|快手原创素材|快手非低质素材,,
2026-08-27,13722919113,CH-SC-低活-10220560400432-超级抢购加补-生活日用-无-剪辑-转化引导-生活日用-20260629-无-625-aigc-4,11.92,382,180,0.00,0.00,47.12,平台一组AIGC|心如|腾讯首发素材,,
2026-08-27,14238265803,信息流-小牛-打火机-三方主体-代运营-新人福利价-0820-10162692688878-内部实时跑量-625-8,11.92,689,26,0.00,0.00,3.77,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-27,14166706097,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-2,11.68,5508,97,0.00,0.00,1.76,福利价/无价格|考古加素材混剪,,
2026-08-27,14166708731,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-48,10.85,1870,14,0.00,0.00,0.75,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-27,14247818057,CH-SC-低活-10120514417084-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260818-无-625-aigc-3,10.65,5013,133,5.33,2.00,2.65,平台一组AIGC,,
2026-08-27,14166682948,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-20,10.48,2230,71,0.00,0.00,3.18,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-27,14197435441,CH-SC-低活-10199184867564-外卖1分购-外卖美食-无-剪辑-转化引导-外卖美食-20260810-无-625-7,10.42,2007,71,0.00,0.00,3.54,头条首发素材|心如|搬运打压素材|福利价,,
2026-08-27,14131158311,CH-SC-广义新-100182842255-新综合频道-休闲食品-大商超-剪辑-转化引导-休闲食品-20260806-反向-625-1,10.25,101,26,0.00,0.00,25.74,无价格|腾讯首发素材,,
2026-08-27,13988876041,CH-SC-低活-10217740550325-超级抢购-箱包皮具-无-剪辑-转化引导-箱包皮具-20260720-无-625-aigc-8,9.52,341,134,0.00,0.00,39.30,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14247816351,CH-SC-低活-10120514417084-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260818-无-625-aigc-9,9.40,1011,30,0.00,0.00,2.97,平台一组AIGC|腾讯首发素材,,
2026-08-27,14299136746,CH-PRJ-采销项目-无-快手-无-无-剪辑-转化引导-无-260825-无-625-6,9.23,160,75,0.27,34.19,46.88,--,,
2026-08-27,13685271405,CH-SC-低活-10220560400432-超级抢购加补-生活日用-无-剪辑-转化引导-生活日用-20260626-无-625-aigc-1,9.19,420,18,0.00,0.00,4.29,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,13722920074,CH-SC-低活-10220560400432-超级抢购加补-生活日用-无-剪辑-转化引导-生活日用-20260629-无-625-aigc-8,8.99,262,127,8.99,1.00,48.47,平台一组AIGC|心如|腾讯首发素材,,
2026-08-27,13873248011,CH-SC-低活-10217740550325-超级抢购-箱包皮具-无-剪辑-转化引导-箱包皮具-20260713-无-625-aigc-2,8.71,719,346,4.36,2.00,48.12,平台一组AIGC|心如|快手重复素材|快手非低质素材|搬运打压素材|福利价,,
2026-08-27,14120553703,CH-SC-低活-10118706992348-超级抢购-纸品-无-剪辑-转化引导-纸品-20260805-无-625-aigc-7,8.64,1391,197,0.00,0.00,14.16,平台一组AIGC|快手重复素材|快手非低质素材|福利价,,
2026-08-27,13846316443,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260708-无-625-aigc-16,8.43,581,6,0.00,0.00,1.03,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14095159622,CH-SC-广义新-10120029474627 -新综合频道-生鲜-京喜拉新-剪辑-转化引导-生鲜-20260804-无-625-25,8.22,495,30,0.00,0.00,6.06,广义新头条|快手重复素材|快手非低质素材,,
2026-08-27,14295270645,CH-SC-低活-10232787350851-超级抢购-钟表眼镜-无-剪辑-转化引导-钟表眼镜-260826-无-625-aigc-10,8.15,2086,69,0.00,0.00,3.31,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-27,14197494957,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260803-无-625-aigc-6,8.13,839,370,0.00,0.00,44.10,平台一组AIGC|心如|快手原创素材|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,13940175700,CH-SC-低活-10123044464041-超级抢购-玩具乐器-无-剪辑-转化引导-玩具乐器-20260715-无-625-aigc-7,7.89,423,37,7.89,1.00,8.75,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价,,
2026-08-27,14050190133,CH-SC-广义新-10120029474627 -新综合频道-生鲜-京喜拉新-剪辑-转化引导-生鲜-20260729-无-625-4,7.78,288,8,0.00,0.00,2.78,广义新头条|心如|腾讯首发素材,,
2026-08-27,13846012973,CH-SC-广义新-10140917922437-新综合频道-家庭清洁-京喜拉新-剪辑-转化引导-家庭清洁-20260710-无-625-aigc-5,7.63,1578,322,0.00,0.00,20.41,平台一组AIGC|广义新头条|心如|快手原创素材|快手非低质素材|无价格|腾讯首发素材,,
2026-08-27,14197496629,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260803-无-625-aigc-3,7.57,573,159,0.00,0.00,27.75,平台一组AIGC|心如|快手原创素材|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14230171707,CH-SC-低活-100218501679-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-28,7.30,543,73,0.00,0.00,13.44,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-27,14299137269,CH-PRJ-采销项目-无-快手-无-无-剪辑-转化引导-无-260825-无-625-3,7.22,100,48,0.28,25.79,48.00,--,,
2026-08-27,14166708210,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-6,7.17,1657,37,0.00,0.00,2.23,福利价/无价格|考古加素材混剪,,
2026-08-27,14095138936,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-21,7.17,587,65,0.00,0.00,11.07,平台一组AIGC|广义新头条|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-27,13836048947,CH-SC-低活-10156776256916-超级抢购-珠宝首饰-无-剪辑-转化引导-珠宝首饰-20260703-无-625-aigc-7,7.08,702,12,0.00,0.00,1.71,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14095152397,CH-SC-广义新-10120029474627 -新综合频道-生鲜-京喜拉新-剪辑-转化引导-生鲜-20260804-无-625-17,7.05,728,246,0.00,0.00,33.79,广义新头条|快手重复素材|快手非低质素材,,
2026-08-27,13873280201,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260702-无-625-aigc-19,7.04,79,10,0.00,0.00,12.66,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14197503216,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260803-无-625-aigc-10,6.96,264,141,0.00,0.00,53.41,平台一组AIGC|心如|快手原创素材|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14166706218,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-3,6.91,5648,100,0.00,0.00,1.77,福利价/无价格|考古加素材混剪,,
2026-08-27,14228310242,CH-SC-广义新-10217740550325-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260818-无-625-aigc-15,6.42,361,19,0.00,0.00,5.26,平台一组AIGC|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-27,14230160858,CH-SC-低活-962317-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-1,6.21,517,5,0.00,0.00,0.97,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-27,13873194156,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260709-无-625-aigc-5,6.06,329,37,0.00,0.00,11.25,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,13651786488,CH-SC-低活-10166301474829-超级抢购加补-厨具-无-剪辑-转化引导-厨具-20260623-无-625-18,5.97,636,78,0.00,0.00,12.26,加补1分钱|心如|快手原创素材|快手非低质素材|腾讯首发素材,,
2026-08-27,14238411864,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-2,5.89,686,17,0.00,0.00,2.48,有米云素材混剪|福利价/无价格|腾讯首发素材,,
2026-08-27,14050166610,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260728-无-625-8,5.87,315,35,0.00,0.00,11.11,广义新头条|心如|快手重复素材|快手非低质素材,,
2026-08-27,14230169251,CH-SC-低活-100218501679-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-25,5.80,616,68,0.00,0.00,11.04,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-27,14238408441,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-4,5.73,1370,33,0.00,0.00,2.41,有米云素材混剪|福利价/无价格,,
2026-08-27,14230160791,CH-SC-低活-962317-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-15,5.42,262,44,0.00,0.00,16.79,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-27,14095148830,CH-SC-广义新-10120029474627 -新综合频道-生鲜-京喜拉新-剪辑-转化引导-生鲜-20260804-无-625-13,5.38,105,31,0.00,0.00,29.52,广义新头条|快手重复素材|快手非低质素材,,
2026-08-27,14088476329,CH-SC-低活-10223570717754-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260803-无-625-aigc-9,5.02,175,5,0.00,0.00,2.86,平台一组AIGC|心如|福利价|腾讯首发素材,,
2026-08-27,13988882880,CH-SC-低活-10217740550325-超级抢购-箱包皮具-无-剪辑-转化引导-箱包皮具-20260720-无-625-aigc-3,4.95,414,16,0.00,0.00,3.86,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14166679173,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-35,4.86,1187,45,0.00,0.00,3.79,福利价/无价格|考古加素材混剪|腾讯首发素材,,
2026-08-27,13836051417,CH-SC-低活-10156776256916-超级抢购-珠宝首饰-无-剪辑-转化引导-珠宝首饰-20260703-无-625-aigc-1,4.66,178,4,0.00,0.00,2.25,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价,,
2026-08-27,14247817895,CH-SC-低活-10120514417084-超级抢购-生鲜-无-剪辑-转化引导-生鲜-20260818-无-625-aigc-4,4.61,3725,72,4.61,1.00,1.93,平台一组AIGC,,
2026-08-27,14299105186,CH-SC-广义新-100033499067 -新综合频道-纸品-大商超-剪辑-转化引导-纸品-260826-无-625-10,4.54,1215,463,0.00,0.00,38.11,--,,
2026-08-27,14050188567,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260728-无-625-6,4.37,131,15,0.00,0.00,11.45,广义新头条|心如|快手重复素材|快手非低质素材,,
2026-08-27,13922152192,信息流-小牛-抽纸-京东主体-代运营-新人福利价-0721-100281253200-设计自选-625-aigc-5,4.35,101,27,0.00,0.00,26.73,平台一组AIGC|腾讯首发素材,,
2026-08-27,14274410219,CH-SC-广义新-10136363822650-新综合频道-纸品-京喜拉新-剪辑-转化引导-纸品-20260804-无-625-aigc-5,4.32,132,9,0.00,0.00,6.82,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-27,14230169855,CH-SC-低活-100218501679-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-21,4.25,562,24,0.00,0.00,4.27,平台一组AIGC|快手重复素材|快手非低质素材|腾讯首发素材,,
2026-08-27,14230171813,CH-SC-低活-100218501679-商超一类货-水饮冲调-大商超-剪辑-转化引导-水饮冲调-20260818-无-625-aigc-29,4.08,271,105,0.00,0.00,38.75,平台一组AIGC|快手重复素材|快手非低质素材,,
2026-08-27,14216658737,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-17,4.07,6778,93,0.00,0.00,1.37,客供|福利价/无价格|腾讯首发素材,,
2026-08-27,14238415213,信息流-小牛-花洒支架-三方主体-代运营-新人福利价-0820-10116091800772-内部实时跑量-625-1,3.95,444,10,0.00,0.00,2.25,有米云素材混剪|福利价/无价格,,
2026-08-27,13860488800,CH-SC-广义新-10151951361734-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260713-无-625-aigc-6,3.87,181,7,0.00,0.00,3.87,平台一组AIGC|广义新头条|心如|快手重复素材|快手非低质素材|搬运打压素材,,
2026-08-27,14131159650,CH-SC-广义新-100182842255-新综合频道-休闲食品-大商超-剪辑-转化引导-休闲食品-20260806-反向-625-4,3.81,37,14,0.00,0.00,37.84,无价格,,
2026-08-27,13179804269,荣耀-XN-影音娱乐-通用-萌宠视频-混剪-260429-625-8,3.74,1077,283,1.25,2.99,26.28,,,
2026-08-27,14197499593,CH-SC-低活-10081585918372-超级抢购-纸品-无-剪辑-转化引导-纸品-20260803-无-625-aigc-15,3.70,1169,507,0.00,0.00,43.37,平台一组AIGC|心如|快手原创素材|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,14284739686,信息流-小牛-打火机-三方主体-代运营-新人福利价-260825-10162692688878-大盘扒改-625-2,3.63,197,9,0.00,0.00,4.57,大盘扒改|福利价/无价格|腾讯首发素材,,
2026-08-27,14216673656,信息流-小牛-立白洗洁精-三方主体-代运营-新人福利价-0818-1119934-客供二创-625-7,3.61,2134,41,0.00,0.00,1.92,客供|福利价/无价格,,
2026-08-27,14238402122,信息流-小牛-雨伞-三方主体-代运营-新人福利价-0820-10130866966155-内部实时跑量-625-11,3.58,2521,43,3.58,1.00,1.71,有米云素材混剪|福利价/无价格,,
2026-08-27,13940210122,CH-SC-低活-10200755904098-超级抢购-汽车用品-无-剪辑-转化引导-汽车用品-20260716-无-625-aigc-1,3.57,91,18,0.00,0.00,19.78,平台一组AIGC|心如|快手原创素材|快手非低质素材|福利价,,
2026-08-27,14166702016,信息流-小牛-五香花生-三方主体-代运营-新人福利价-0814-10150360358365-大盘实时跑量-625-11,3.55,1210,28,0.00,0.00,2.31,福利价/无价格|考古加素材混剪,,
2026-08-27,14228324332,CH-SC-广义新-10217740550325-新综合频道-箱包皮具-京喜拉新-剪辑-转化引导-箱包皮具-20260818-无-625-aigc-9,3.45,173,5,0.00,0.00,2.89,平台一组AIGC|快手原创素材|快手非低质素材,,
2026-08-27,12954033691,荣耀-XN-电商-通用-好物推荐-混剪-260402-625-4,3.44,602,32,3.44,1.00,5.32,,,
2026-08-27,13873203758,CH-SC-低活-10140917922437-超级抢购-家庭清洁-无-剪辑-转化引导-家庭清洁-20260709-无-625-aigc-12,3.42,240,79,0.00,0.00,32.92,平台一组AIGC|心如|快手重复素材|快手非低质素材|福利价|腾讯首发素材,,
2026-08-27,13881547160,CH-SC-广义新-10102020339908 -新综合频道-数码-京喜拉新-剪辑-转化引导-数码-20260715-无-625-3,3.36,229,21,0.00,0.00,9.17,广义新头条|心如|快手重复素材|快手非低质素材|腾讯首发素材,,
